,Entity,Year,Fossil Fuels (TWh),Wind (TWh – sub method),Low-carbon energy (TWh – sub method),Renewables (TWh – sub method),Nuclear (TWh – sub method),Coal Consumption - TWh,Gas Consumption - TWh,Primary energy consumption (TWh),Hydro (TWh – sub method),Solar (TWh – sub method),Oil Consumption - TWh
517,OECD,1978,44127.697,0.008,4644.353,3090.393,1553.96,10265.253538888888,8528.561080555555,48772.011,2982.072,0.0,25333.84757222222
518,OECD,1979,45284.332,0.017,4818.014,3224.565,1593.45,10894.845502777776,8946.916202777777,50102.306,3109.912,0.0,25442.533591666663
519,OECD,1980,43841.517,0.029,4927.915,3209.111,1718.804,11276.362077777778,8871.858997222222,48769.393,3089.435,0.0,23693.26106111111
520,OECD,1981,42422.748,0.029,5281.849,3259.253,2022.596,11397.979233333332,8713.696705555556,47704.559,3135.682,0.0,22311.0385
521,OECD,1982,40748.354,0.051,5535.535,3365.172,2170.364,11256.70158611111,8336.998983333333,46283.852,3220.454,0.0,21154.62072777778
522,OECD,1983,40439.204,0.091,5966.124,3520.22,2445.904,11482.127738888888,8162.602155555555,46405.29,3361.927,0.008,20794.441363888887
523,OECD,1984,42050.716,0.124,6479.239,3550.22,2929.02,11969.316511111112,8754.493583333333,48529.917,3370.35,0.018,21326.872741666662
524,OECD,1985,42632.616,0.178,7068.369,3552.366,3516.004,12476.68194722222,8825.145344444443,49700.946,3368.875,0.033,21330.75485
525,OECD,1986,42941.864,0.386,7392.802,3557.194,3835.608,12320.932341666668,8552.384705555556,50334.625,3352.453,0.042,22068.512430555555
526,OECD,1987,44057.768,0.543,7707.749,3580.012,4127.738,12654.268316666668,9025.692316666666,51765.476,3357.687,0.029,22377.77171944444
527,OECD,1988,45426.5,0.921,8089.033,3628.93,4460.102,12906.06973888889,9322.788936111112,53515.49,3399.434,0.028,23197.604786111107
528,OECD,1989,46281.688,7.36,8212.077,3570.024,4642.053,12999.950791666666,9789.00528611111,54493.721,3308.444,0.728,23492.69531388889
529,OECD,1990,46248.549,9.995,8540.553,3724.867,4815.685,12657.13945,9987.19347222222,54789.058,3415.231,1.073,23604.178730555555
530,OECD,1991,46380.781,11.01,8859.411,3781.987,5077.424,12387.982102777778,10349.576316666666,55240.147,3454.621,1.398,23643.18513055556
531,OECD,1992,46847.989,12.535,8903.429,3770.735,5132.694,12086.799024999998,10551.00076388889,55751.374,3418.762,1.293,24210.15202777777
532,OECD,1993,47216.494,14.96,9329.572,4001.96,5327.613,12019.948755555555,10910.724063888889,56546.021,3630.389,1.535,24285.78298333333
533,OECD,1994,48149.021,18.147,9372.536,3899.436,5473.101,12020.162533333334,11170.129705555555,57521.511,3511.881,1.653,24958.690194444443
534,OECD,1995,49188.484,19.816,9869.143,4153.789,5715.354,12086.332375,11768.164225,59057.579,3755.195,1.758,25333.94783611111
535,OECD,1996,50908.816,22.722,10128.189,4256.51,5871.679,12462.191661111112,12382.053383333334,61036.956,3854.313,1.917,26064.53033888889
536,OECD,1997,51481.216,29.759,10170.447,4358.498,5811.949,12566.27175277778,12512.14345,61651.613,3921.597,2.054,26402.75943888889
537,OECD,1998,51602.596,39.876,10243.063,4294.361,5948.702,12498.016286111111,12597.755766666663,61845.609,3829.543,2.255,26506.782444444445
538,OECD,1999,52223.406,52.992,10514.276,4355.271,6159.006,12380.141602777778,12946.15915,62737.632,3865.18,2.481,26897.063213888887
539,OECD,2000,53303.862,79.891,10663.649,4413.597,6250.053,12904.729769444446,13475.403244444444,63967.46,3875.458,2.984,26923.68637777778
540,OECD,2001,53004.903,95.978,10504.004,4135.38,6368.624,12754.925411111111,13361.586366666666,63508.857,3569.758,3.684,26888.34927222222
541,OECD,2002,53451.179,132.773,10646.33,4254.988,6391.342,12921.215444444446,13677.349558333332,64097.457,3609.931,4.588,26852.57095833333
542,OECD,2003,54291.272,158.648,10361.518,4232.333,6129.185,13221.81734722222,13862.627208333332,64652.738,3520.217,5.833,27206.783591666663
543,OECD,2004,55045.596,209.026,10786.589,4401.197,6385.392,13274.372841666664,14091.815441666668,65832.132,3580.41,7.672,27679.363227777776
544,OECD,2005,55321.496,254.5,10883.705,4529.153,6354.552,13364.722580555555,14241.250805555555,66205.147,3591.533,10.759,27715.477916666667
545,OECD,2006,55258.273,314.504,11084.963,4716.478,6368.485,13478.418994444444,14273.505752777775,66343.182,3631.745,14.711,27506.303566666666
546,OECD,2007,55799.271,399.919,10935.747,4786.535,6149.212,13687.085152777778,14797.785772222222,66734.964,3514.641,19.782,27314.35545
547,OECD,2008,54783.75,499.157,11191.895,5134.28,6057.615,13446.982097222222,15034.588755555556,65975.592,3637.482,32.218,26302.13529722222
548,OECD,2009,51573.777,595.7,11184.085,5260.189,5923.895,12038.632533333332,14576.296005555556,62757.812,3571.37,53.317,24958.80736388889
549,OECD,2010,53448.4,702.761,11604.047,5601.055,6002.992,12774.810080555557,15533.280405555555,65052.395,3646.195,84.317,25140.26669722222
550,OECD,2011,52803.409,858.588,11568.561,5975.327,5593.234,12532.588980555554,15475.054483333332,64371.919,3722.65,156.789,24795.72323888889
551,OECD,2012,52452.593,987.842,11300.516,6246.64,5053.876,12024.165780555555,15835.72154722222,63753.058,3713.388,236.721,24592.66415277778
552,OECD,2013,52736.069,1136.356,11605.729,6546.849,5058.881,12120.66283611111,16165.6342,64341.748,3736.027,309.732,24449.73025277778
553,OECD,2014,52026.864,1219.036,11764.274,6703.688,5060.586,11928.287966666669,15911.723349999998,63791.087,3659.268,406.05,24186.81108333333
554,OECD,2015,51976.406,1415.259,11981.901,6986.324,4995.577,11176.394133333331,16237.029313888888,63958.256,3597.713,494.444,24562.94106111111
555,OECD,2016,51990.885,1528.894,12220.833,7258.585,4962.248,10544.55188611111,16576.13645833333,64211.667,3644.346,576.986,24870.15541111111
556,OECD,2017,52301.168,1746.093,12500.259,7600.784,4899.476,10458.003952777775,16786.861116666667,64801.376,3613.326,696.079,25056.26125
557,OECD,2018,52969.47,1850.878,12821.339,7935.011,4886.328,10090.843169444444,17638.617688888888,65790.756,3681.204,809.711,25239.966516666667
558,OECD,2019,52015.734,2057.333,13116.275,8177.127,4939.148,8971.702730555555,17999.727855555553,65131.957,3576.173,937.869,25044.26185833333
559,OECD,2020,47017.204,2301.685,13291.295,8661.2,4630.095,7628.112741666667,17576.795158333334,60308.451,3650.589,1124.281,21812.25820555556
560,USSR,1965,6670.801,0.0,231.374,226.206,5.168,,,6902.17,226.206,0.0,
561,USSR,1966,7078.846,0.0,260.797,255.064,5.733,,,7339.638,255.064,0.0,
562,USSR,1967,7462.695,0.0,252.292,246.031,6.261,,,7714.98,246.031,0.0,
563,USSR,1968,7703.697,0.0,297.704,289.0,8.704,,,8001.394,289.0,0.0,
564,USSR,1969,8023.527,0.0,330.038,319.947,10.091,,,8353.559,319.947,0.0,
565,USSR,1970,8429.689,0.0,357.682,345.492,12.19,,,8787.364,345.492,0.0,
566,USSR,1971,8854.201,0.0,365.24,350.275,14.965,,,9219.433,350.275,0.0,
567,USSR,1972,9325.479,0.0,368.701,341.386,27.314,,,9694.172,341.386,0.0,
568,USSR,1973,9807.651,0.0,379.598,339.847,39.75,,,10187.24,339.847,0.0,
569,USSR,1974,10323.323,0.0,426.363,366.75,59.613,,,10749.678,366.75,0.0,
570,USSR,1975,10852.633,0.0,429.452,349.964,79.488,,,11282.076,349.964,0.0,
571,USSR,1976,11237.649,0.0,483.022,377.042,105.98,,,11720.662,377.042,0.0,
572,USSR,1977,11694.843,0.0,550.125,408.373,141.752,,,12244.958,408.373,0.0,
573,USSR,1978,12155.231,0.0,617.122,471.392,145.73,,,12772.343,471.392,0.0,
574,USSR,1979,12478.69,0.0,643.447,477.842,165.605,,,13122.127,477.842,0.0,
575,USSR,1980,12697.976,0.0,716.282,510.939,205.343,,,13414.247,510.939,0.0,
576,USSR,1981,12938.948,0.0,760.647,518.734,241.913,,,13699.584,518.734,0.0,
577,USSR,1982,13279.275,0.0,763.698,485.214,278.484,,,14042.961,485.214,0.0,
578,USSR,1983,13527.71,0.0,810.438,501.006,309.432,,,14338.136,501.006,0.0,
579,USSR,1984,13912.231,0.0,963.296,563.856,399.44,,,14875.516,563.856,0.0,
580,Western Africa,1965,50.486,0.0,1.327,1.327,0.0,5.490889722222223,0.9555541666666666,51.813,1.327,0.0,44.03986166666667
581,Western Africa,1966,54.369,0.0,2.587,2.587,0.0,5.196147222222223,1.716341111111111,56.955,2.587,0.0,47.45608611111111
582,Western Africa,1967,52.498,0.0,5.373,5.373,0.0,2.451604722222222,1.765594722222222,57.871,5.373,0.0,48.28065333333333
583,Western Africa,1968,50.054,0.0,8.374,8.374,0.0,0.4243475,1.4338947222222225,58.429,8.374,0.0,48.19606833333333
584,Western Africa,1969,54.438,0.0,11.087,11.087,0.0,0.51879,0.6236122222222222,65.525,11.087,0.0,53.29586527777778
585,Western Africa,1970,60.632,0.0,12.91,12.91,0.0,0.9269975,1.0545,73.542,12.91,0.0,58.650435
586,Western Africa,1971,81.459,0.0,13.34,13.34,0.0,1.808085,1.95225,94.799,13.234,0.0,77.69827972222221
587,Western Africa,1972,87.917,0.0,14.486,14.486,0.0,2.3580961111111107,2.61725,102.403,14.381,0.0,82.94130694444445
588,Western Africa,1973,97.975,0.0,16.954,16.954,0.0,2.398540833333333,4.009,114.929,16.848,0.0,91.56763055555555
589,Western Africa,1974,99.896,0.0,18.209,18.209,0.0,1.949535,3.743,118.104,18.1,0.0,94.20315305555556
590,Western Africa,1975,107.94,0.0,19.335,19.335,0.0,2.120844166666666,3.3535,127.276,19.227,0.0,102.4660377777778
591,Western Africa,1976,133.737,0.0,21.259,21.259,0.0,1.9575144444444443,6.22725,154.996,21.151,0.0,125.55225333333333
592,Western Africa,1977,145.73,0.0,22.151,22.151,0.0,2.055576388888889,8.1985,167.88,22.04,0.0,135.47538749999998
593,Western Africa,1978,157.304,0.0,19.68,19.68,0.0,1.8575558333333333,9.93225,176.983,19.569,0.0,145.51360055555554
594,Western Africa,1979,178.996,0.0,26.535,26.535,0.0,1.825989722222222,13.091,205.531,26.424,0.0,164.07927166666667
595,Western Africa,1980,191.995,0.0,26.994,26.994,0.0,1.6199872222222222,15.82225,218.989,26.883,0.0,174.55263083333332
596,Western Africa,1981,201.748,0.0,27.022,27.022,0.0,1.4825744444444444,23.3035,228.77,26.908,0.0,176.96175666666664
597,Western Africa,1982,212.389,0.0,26.333,26.333,0.0,0.9380858333333332,24.27725,238.722,26.219,0.0,187.17335972222224
598,Western Africa,1983,203.971,0.0,16.047,16.047,0.0,0.9141130555555556,27.5215,220.018,15.933,0.0,175.535195
599,Western Africa,1984,187.892,0.0,14.375,14.375,0.0,1.043598611111111,26.4765,202.267,14.258,0.0,160.37207166666664
600,Western Africa,1985,193.539,0.0,22.931,22.931,0.0,1.251097777777778,25.08,216.47,22.814,0.0,167.2082372222222
601,Western Africa,1986,185.977,0.0,27.808,27.808,0.0,1.553554722222222,29.2505,213.785,27.692,0.0,155.17288916666666
602,Western Africa,1987,196.261,0.0,27.25,27.25,0.0,1.468201111111111,28.969,223.511,27.131,0.0,165.82339416666665
603,Western Africa,1988,208.456,0.0,30.178,30.178,0.0,0.98177,34.8995,238.634,30.058,0.0,172.57491027777778
604,Western Africa,1989,218.563,0.0,32.733,32.733,0.0,1.0369283333333332,40.40575,251.296,32.614,0.0,177.12004249999998
605,Western Africa,1990,210.659,0.0,33.359,33.359,0.0,1.0530736111111112,38.45425,244.017,33.103,0.0,171.1510986111111
606,Western Africa,1991,221.415,0.0,38.853,38.853,0.0,1.04037,37.499,260.268,38.575,0.0,182.87535111111112
607,Western Africa,1992,241.368,0.0,39.939,39.939,0.0,0.8335380555555555,40.5675,281.308,39.648,0.0,199.9672072222222
608,Western Africa,1993,244.758,0.006,38.274,38.274,0.0,0.5578686111111111,46.3355,283.031,37.965,0.0,197.86438638888887
609,Western Africa,1994,241.446,0.015,37.739,37.739,0.0,0.6651580555555555,42.39775,279.185,37.41,0.0,198.3826383333333
610,Western Africa,1995,247.929,0.018,39.69,39.69,0.0,0.6998019444444444,46.870180000000005,287.618,39.356,0.0,200.35833527777777
611,Western Africa,1996,270.419,0.02,41.172,41.172,0.0,0.6457361111111112,57.90435,311.591,40.799,0.0,211.8690758333333
612,Western Africa,1997,268.146,0.02,42.116,42.116,0.0,0.6373902777777778,56.29942444444445,310.261,41.74,0.0,211.2088383333333
613,Western Africa,1998,283.014,0.021,33.469,33.469,0.0,0.6813930555555555,68.78424027777778,316.483,33.079,0.0,213.54813583333333
614,Western Africa,1999,278.479,0.022,39.185,39.185,0.0,0.6713197222222222,50.442945,317.663,38.78,0.0,227.3643511111111
615,Western Africa,2000,297.173,0.022,42.006,42.006,0.0,0.6269938888888889,72.8717975,339.179,41.547,0.007,223.6739305555556
616,Western Africa,2001,325.459,0.019,42.844,42.844,0.0,0.5489955555555555,92.35887388888888,368.303,42.362,0.008,232.5512130555556
617,Western Africa,2002,356.272,0.019,45.575,45.575,0.0,0.8517997222222222,110.98494444444444,401.846,45.066,0.01,244.4345172222222
618,Western Africa,2003,357.313,0.02,40.714,40.714,0.0,0.7273383333333333,115.6727411111111,398.026,40.236,0.014,240.91220722222224
619,Western Africa,2004,365.845,0.023,46.269,46.269,0.0,1.5995119444444443,111.36642777777776,412.114,45.546,0.018,252.879065
620,Western Africa,2005,380.4,0.023,44.955,44.955,0.0,1.7272183333333333,114.80800611111113,425.355,44.201,0.022,263.86422666666664
621,Western Africa,2006,348.487,0.025,40.648,40.648,0.0,1.886572222222222,100.6880525,389.135,39.872,0.027,245.9121002777778
622,Western Africa,2007,379.556,0.024,36.226,36.226,0.0,2.194075,125.05300166666666,415.781,35.459,0.033,252.30850166666667
623,Western Africa,2008,405.575,0.02,41.736,41.736,0.0,2.311538888888889,116.81309972222222,447.311,40.987,0.038,286.45019888888885
624,Western Africa,2009,377.822,0.019,40.67,40.67,0.0,2.6731516666666666,87.86713583333334,418.491,40.002,0.043,287.2811663888889
625,Western Africa,2010,393.486,0.014,44.559,44.559,0.0,3.0081766666666665,85.66177972222222,438.045,43.829,0.069,304.8157519444444
626,Western Africa,2011,435.194,0.05,44.858,44.858,0.0,3.8811166666666654,123.0346975,480.051,44.048,0.112,308.2775766666666
627,Western Africa,2012,455.832,0.166,45.808,45.808,0.0,3.711728055555556,129.7820461111111,501.64,44.885,0.203,322.3377986111111
628,Western Africa,2013,458.32,0.236,45.157,45.157,0.0,3.721906111111111,127.04116388888887,503.477,44.04,0.297,327.5565633333333
629,Western Africa,2014,472.81,0.236,46.355,46.355,0.0,5.314979722222222,159.90788194444443,519.165,45.185,0.33,307.587185
630,Western Africa,2015,559.646,0.458,40.867,40.867,0.0,6.0830497222222215,237.7173425,600.513,39.261,0.393,315.84507722222224
631,Western Africa,2016,577.487,0.449,41.623,41.623,0.0,11.13084722222222,211.1487933333333,619.11,39.805,0.636,355.2071238888889
632,Western Africa,2017,621.182,0.444,48.579,48.579,0.0,11.260024444444444,221.51392416666664,669.76,46.439,0.771,388.407285
633,Western Africa,2018,692.816,0.472,51.337,51.337,0.0,11.951888888888888,232.91693138888888,744.152,48.813,1.378,447.9469783333333
634,Western Africa,2019,706.283,0.453,57.354,57.354,0.0,11.295106666666667,243.27727,763.636,54.767,1.464,451.7101675
635,Western Africa,2020,665.082,0.451,57.795,57.795,0.0,10.204719166666663,251.87708194444448,722.877,54.997,1.679,402.99959916666666
636,World,1965,40421.573,0.0,2685.343,2614.4,70.944,16140.17828611111,6303.798930555556,43115.912,2564.441,0.0,17977.563869444442
637,World,1966,42527.326,0.0,2883.492,2787.844,95.648,16324.09384722222,6868.794524999999,45419.991,2732.827,0.0,19334.40336111111
638,World,1967,44153.94,0.0,2963.156,2849.25,113.906,16060.809733333332,7374.039372222222,47126.441,2793.732,0.0,20719.055125000003
639,World,1968,46820.655,0.0,3148.675,3003.916,144.759,16301.146677777777,8044.331494444445,49978.844,2942.472,0.0,22475.139063888888
640,World,1969,49964.641,0.0,3352.182,3180.561,171.621,16798.735841666665,8833.418066666667,53326.505,3115.956,0.0,24332.447222222225
641,World,1970,53157.839,0.0,3553.379,3334.283,219.096,17058.608125,9614.791738888887,56722.211,3262.913,0.0,26484.396344444445
642,World,1971,55235.797,0.0,3790.693,3485.959,304.734,16965.959258333332,10292.19266111111,59038.092,3408.517,0.0,27977.60086111111
643,World,1972,58126.277,0.0,4074.122,3651.413,422.709,17158.63673888889,10861.359105555555,62213.296,3568.421,0.0,30106.235
644,World,1973,61566.27,0.0,4274.992,3708.599,566.394,17667.849544444445,11376.719886111112,65853.796,3619.474,0.0,32521.65088888889
645,World,1974,61400.223,0.0,4810.626,4070.069,740.556,17682.051216666667,11656.274566666663,66222.963,3975.739,0.0,32061.847916666666
646,World,1975,61393.627,0.0,5147.842,4120.485,1027.357,18024.537766666668,11661.106463888887,66552.895,4024.697,0.0,31707.93325
647,World,1976,64795.997,0.0,5317.413,4115.547,1201.866,18688.485008333333,12355.1169,70125.224,4008.711,0.0,33752.343194444446
648,World,1977,66922.488,0.0,5752.177,4256.209,1495.967,19241.29366388889,12760.706158333332,72690.464,4143.536,0.0,34920.43513888889
649,World,1978,69250.202,0.008,6342.096,4603.776,1738.319,19457.89707222222,13295.518149999998,75613.209,4484.414,0.0,36496.73147222222
650,World,1979,71556.27,0.017,6645.073,4837.128,1807.946,20363.53111111111,14119.99834722222,78227.281,4708.863,0.0,37072.683305555554
651,World,1980,70656.925,0.029,6924.929,4947.36,1977.569,20857.601819444444,14238.126244444444,77611.651,4810.15,0.0,35561.140583333334
652,World,1981,69840.596,0.029,7396.727,5061.306,2335.421,21149.67282777778,14395.349375,77264.558,4913.625,0.0,34295.51786111111
653,World,1982,69087.166,0.051,7706.883,5173.054,2533.829,21385.433769444444,14468.9867,76829.209,5002.529,0.0,33232.68977777778
654,World,1983,69735.423,0.091,8276.773,5405.069,2871.704,22046.36868333333,14703.009883333332,78056.643,5216.03,0.008,32985.989083333334
655,World,1984,72610.574,0.124,9088.908,5603.993,3484.915,23001.091877777777,15901.797638888887,81753.129,5392.714,0.018,33707.626083333336
656,World,1985,73980.613,0.178,9851.576,5715.68,4135.897,23987.839766666664,16261.253791666666,83895.697,5499.379,0.033,33731.45991666667
657,World,1986,75465.68,0.386,10241.787,5811.962,4429.825,24258.071875,16420.287263888888,85787.077,5573.815,0.042,34787.26066666667
658,World,1987,77977.393,0.543,10723.032,5904.325,4818.707,25212.474372222223,17280.959877777776,88781.49,5649.189,0.029,35483.89666666667
659,World,1988,80725.234,0.921,11346.1,6092.626,5253.474,25967.18635,18087.95803888889,92156.823,5829.785,0.028,36670.02477777778
660,World,1989,82355.437,7.36,11499.57,6096.758,5402.812,26215.721141666665,18870.535477777776,93946.236,5798.813,0.728,37269.11444444444
661,World,1990,83048.464,10.09,11990.922,6434.079,5556.843,25897.41431388889,19484.39674722222,95039.311,5996.967,1.079,37666.58691666666
662,World,1991,83306.965,11.352,12418.316,6595.604,5822.712,25645.63340833333,19976.022722222224,95725.205,6137.256,1.403,37685.24247222222
663,World,1992,83876.261,13.148,12486.161,6619.242,5866.919,25553.27755,20066.77075,96362.344,6136.322,1.302,38256.14516666667
664,World,1993,84011.009,15.827,13074.787,7005.821,6068.966,25678.831716666664,20269.062608333334,97085.718,6503.463,1.546,38063.04769444444
665,World,1994,85094.577,19.786,13259.246,7076.34,6182.906,25777.421925,20393.300094444443,98353.744,6546.899,1.667,38923.78688888889
666,World,1995,86613.245,22.95,13911.029,7459.924,6451.105,25958.34724444444,21108.52294722222,100524.193,6904.543,1.78,39546.30522222222
667,World,1996,89152.6,25.568,14251.917,7566.354,6685.564,26576.54827222222,22163.416763888887,103404.434,7001.392,1.959,40412.56325
668,World,1997,90057.044,33.383,14375.389,7735.727,6639.662,26531.22647222222,22034.31350555556,104432.349,7128.16,2.102,41491.43194444445
669,World,1998,90447.5,44.226,14581.601,7827.761,6753.84,26364.185825,22437.87644444444,105029.017,7185.956,2.311,41645.36544444444
670,World,1999,91967.565,58.934,14932.674,7920.553,7012.121,26477.873191666666,23075.926419444444,106900.154,7237.996,2.545,42413.692
671,World,2000,94306.452,87.279,15268.857,8099.687,7169.17,27425.731041666662,23995.409922222225,109575.222,7366.569,3.108,42885.23572222222
672,World,2001,95434.877,105.948,15216.125,7892.41,7323.716,27858.5115,24317.848747222222,110650.914,7130.866,3.862,43258.440138888895
673,World,2002,97623.445,143.488,15475.143,8082.411,7392.732,28951.69688888889,25034.881444444447,113098.497,7216.362,4.832,43636.788166666665
674,World,2003,101824.503,171.393,15297.982,8101.396,7196.586,31487.742666666665,25729.88884722222,117122.391,7158.543,6.147,44606.79002777778
675,World,2004,106685.943,230.41,16189.37,8713.681,7475.689,33673.25647222222,26719.38908333333,122875.215,7635.781,8.047,46293.212138888885
676,World,2005,110330.572,279.973,16509.172,9061.262,7447.91,36167.68558333333,27453.70135277777,126839.642,7844.851,11.199,46709.09661111111
677,World,2006,113457.016,355.127,16980.686,9487.405,7493.281,38069.70097222222,28172.569694444446,130437.598,8092.858,15.286,47214.65480555556
678,World,2007,117387.791,453.376,17122.235,9827.529,7294.706,40226.36230555555,29319.1835,134509.919,8179.493,20.609,47842.15175
679,World,2008,118158.002,582.33,17801.21,10574.336,7226.874,40773.197527777775,30035.865361111108,135959.104,8598.705,33.283,47348.84494444444
680,World,2009,115998.944,724.129,17881.45,10800.778,7080.672,40158.228388888885,29418.47180555556,133880.287,8532.796,54.939,46422.150916666666
681,World,2010,121531.069,903.36,18851.573,11633.071,7218.503,42001.80088888889,31604.67877777778,140382.53,8958.303,87.795,47924.49219444444
682,World,2011,124764.038,1141.243,19025.788,12151.469,6874.32,44020.56094444444,32356.98963888889,143789.712,9072.956,168.91,48386.388
683,World,2012,126458.822,1366.581,19266.306,12902.172,6364.134,44188.45797222222,33204.849388888884,145725.011,9401.037,260.554,49065.41325
684,World,2013,128333.646,1627.014,20088.121,13711.75,6376.37,44992.54236111111,33746.36397222222,148421.648,9718.503,355.711,49594.63683333333
685,World,2014,129042.659,1796.214,20834.123,14366.527,6467.596,45138.60916666667,34000.60075,149876.662,9910.498,503.282,49903.34597222223
686,World,2015,129855.578,2103.321,21370.785,14855.144,6515.641,44065.355083333336,34782.02088888889,151226.241,9828.164,648.52,51008.09786111111
687,World,2016,130996.235,2419.805,22265.461,15692.025,6573.436,43501.65455555556,35586.37066666666,153261.574,10106.135,825.821,51908.10511111112
688,World,2017,132898.185,2850.78,23164.33,16571.238,6593.092,43721.38122222223,36536.593944444445,156062.39,10166.804,1115.136,52640.10397222222
689,World,2018,135764.762,3155.244,24271.439,17569.414,6702.025,44238.97533333333,38378.96172222222,160036.073,10380.664,1433.944,53146.71655555556
690,World,2019,136130.809,3511.699,25400.075,18475.077,6924.998,43788.65105555556,39039.402361111104,161530.754,10469.163,1752.961,53302.64633333333
691,World,2020,128549.555,3925.718,26070.999,19409.516,6661.483,42062.408027777776,38227.77333333333,154620.43,10600.736,2111.177,48259.271138888886
692,Central America,1965,,,,,,0.0036388888888888,0.0,,,,46.9182325
693,Central America,1966,,,,,,0.0182222222222222,0.0,,,,47.390278333333335
694,Central America,1967,,,,,,0.0256388888888888,0.0,,,,49.84992
695,Central America,1968,,,,,,0.0188055555555555,0.0,,,,50.84401916666667
696,Central America,1969,,,,,,0.033385,0.0,,,,53.994906666666665
697,Central America,1970,,,,,,0.0111111111111111,0.0,,,,55.84710944444444
698,Central America,1971,,,,,,0.0184444444444444,0.0,,,,58.500455
699,Central America,1972,,,,,,0.0805255555555555,0.0,,,,63.74055138888889
700,Central America,1973,,,,,,0.1154188888888888,0.0,,,,66.89315166666667
701,Central America,1974,,,,,,0.0480844444444444,0.0,,,,68.231695
702,Central America,1975,,,,,,0.0127222222222222,0.0,,,,75.71275944444444
703,Central America,1976,,,,,,0.0076388888888888,0.0,,,,77.58317611111111
704,Central America,1977,,,,,,0.0078333333333333,0.0,,,,78.57740083333333
705,Central America,1978,,,,,,0.0083333333333333,0.0,,,,79.61156277777778
706,Central America,1979,,,,,,0.0165833333333333,0.0,,,,79.63897361111111
707,Central America,1980,,,,,,0.1716122222222222,0.0,,,,74.82082138888889
708,Central America,1981,,,,,,0.1678208333333333,0.0,,,,74.24630861111112
709,Central America,1982,,,,,,0.0320522222222222,0.0,,,,74.29600500000001
710,Central America,1983,,,,,,0.0320522222222222,0.0,,,,73.29113972222223
711,Central America,1984,,,,,,0.0088055555555555,0.0,,,,71.62689888888887
712,Central America,1985,,,,,,0.2625569444444444,0.0,,,,71.68649472222222
713,Central America,1986,,,,,,0.2724888888888888,0.0,,,,71.59729388888888
714,Central America,1987,,,,,,0.2931902777777778,0.0,,,,76.95055277777777
715,Central America,1988,,,,,,0.1507236111111111,0.0,,,,74.60748194444444
716,Central America,1989,,,,,,0.3958511111111111,0.0,,,,77.9829811111111
717,Central America,1990,,,,,,0.2821749999999999,0.0,,,,80.50687722222223
718,Central America,1991,,,,,,0.3952955555555555,0.0,,,,87.79551694444444
719,Central America,1992,,,,,,0.3645666666666666,0.0,,,,99.84210916666666
720,Central America,1993,,,,,,0.4625808333333333,0.0,,,,106.56005972222222
721,Central America,1994,,,,,,0.4678855555555555,0.0,,,,116.62919027777778
722,Central America,1995,,,,,,0.3648444444444444,0.0,,,,129.19746805555553
723,Central America,1996,,,,,,1.0093077777777777,0.0,,,,126.17901916666666
724,Central America,1997,,,,,,0.4942641666666666,0.0,,,,136.793065
725,Central America,1998,,,,,,0.5126325,0.0,,,,156.8219063888889
726,Central America,1999,,,,,,1.0215519444444443,0.0,,,,154.6780313888889
727,Central America,2000,,,,,,3.022451944444444,0.0,,,,159.4298925
728,Central America,2001,,,,,,3.2102425,0.0,,,,170.7793086111111
729,Central America,2002,,,,,,4.134684722222223,0.0,,,,170.35345750000002
730,Central America,2003,,,,,,4.6658333333333335,0.0,,,,177.98371472222223
731,Central America,2004,,,,,,4.790347777777777,0.0,,,,181.8753847222222
732,Central America,2005,,,,,,3.967878611111111,0.0,,,,180.3063775
733,Central America,2006,,,,,,4.273199444444445,0.0,,,,190.83190444444443
734,Central America,2007,,,,,,4.922616388888889,0.0,,,,201.8630697222222
735,Central America,2008,,,,,,5.284979722222222,0.0,,,,202.5709633333333
736,Central America,2009,,,,,,4.171286944444445,0.0,,,,200.55674166666665
737,Central America,2010,,,,,,5.037053055555555,0.0,,,,202.7720258333333
738,Central America,2011,,,,,,7.123475277777777,0.0,,,,215.7968005555556
739,Central America,2012,,,,,,9.150419722222225,0.0,,,,217.11225
740,Central America,2013,,,,,,11.654133888888888,0.0,,,,216.86686416666663
741,Central America,2014,,,,,,12.598408611111113,0.0,,,,224.26410666666663
742,Central America,2015,,,,,,15.686936944444446,0.0,,,,243.66925055555555
743,Central America,2016,,,,,,17.177046388888886,0.0,,,,252.4269375
744,Central America,2017,,,,,,12.717293055555556,0.0,,,,256.5446655555555
745,Central America,2018,,,,,,15.883395555555555,1.8176505555555555,,,,252.69437277777777
746,Central America,2019,,,,,,23.75123361111111,4.792798888888889,,,,272.8058422222222
747,Central America,2020,,,,,,18.700211666666668,3.5548761111111107,,,,236.5114211111112
748,European Union,1965,,,,,,4557.674491666667,367.0913608333333,,,,3844.244027777778
749,European Union,1966,,,,,,4377.406166666667,416.64464833333335,,,,4236.734747222223
750,European Union,1967,,,,,,4293.374027777778,495.35827277777776,,,,4601.550399999999
751,European Union,1968,,,,,,4372.669352777778,628.4307580555555,,,,5089.999838888889
752,European Union,1969,,,,,,4476.926894444444,789.8718491666666,,,,5719.058111111111
753,European Union,1970,,,,,,4439.79805,956.7551827777776,,,,6391.131752777778
754,European Union,1971,,,,,,4313.192580555556,1133.068563888889,,,,6730.612805555556
755,European Union,1972,,,,,,4248.197897222222,1340.764441111111,,,,7222.54328611111
